complaint_text,issue_type
Toilet cleanliness is poor at Maple Avenue park,sanitation
Dangerous pothole on Park Lane road is causing accidents,pothole
Noise pollution from Main Street is unbearable,noise
Noise pollution from Oak Street is unbearable,noise
Unsafe road conditions on Pine Road street,road_damage
Many street lights off on 5th Avenue road,streetlight
Please clean garbage from Pine Road street,garbage
Fix water leakage issue on MG Road immediately,water_leakage
Water is leaking from the pipe near Park Lane,water_leakage
Sanitation problem near Maple Avenue market,sanitation
Damaged road surface on MG Road needs fixing,road_damage
Please control noise at Oak Street during nights,noise
Garbage is not collected for weeks in Oak Street,garbage
Clean the park area near Main Street,park_maintenance
Fix public sanitation issues at Birch Avenue,sanitation
Public toilet near Pine Road is dirty and unusable,sanitation
Please clean garbage from Maple Avenue street,garbage
Poor lighting on Elm Street at night is dangerous,streetlight
Water is leaking from the pipe near Maple Avenue,water_leakage
Fix water leakage issue on Cedar Street immediately,water_leakage
Unsafe road conditions on MG Road street,road_damage
Dark street due to faulty streetlights on Birch Avenue,streetlight
Sanitation problem near Pine Road market,sanitation
Fix streetlight on Pine Road quickly for safety,streetlight
Traffic signal timing is wrong on Park Lane,traffic_signal
Children cannot play at Cedar Street park due to trash,park_maintenance
Sanitation problem near Elm Street market,sanitation
Broken traffic light on Park Lane road causing traffic jams,traffic_signal
Dark street due to faulty streetlights on Oak Street,streetlight
Overflowing garbage bins at Pine Road need cleaning,garbage
Road is cracked and unsafe on Main Street,road_damage
Public toilet near Cedar Street is dirty and unusable,sanitation
Huge pothole near Birch Avenue needs urgent repair,pothole
Fix water leakage issue on Park Lane immediately,water_leakage
Loud noise from construction site at 5th Avenue is disturbing,noise
Potholes are damaging vehicles on MG Road,pothole
Traffic signals on Maple Avenue are not working,traffic_signal
Open sewage on Cedar Street is a health hazard,sewage
Sanitation facilities at Birch Avenue need improvement,sanitation
Fix streetlight on Cedar Street quickly for safety,streetlight
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Traffic signal timing is wrong on Pine Road,traffic_signal
Water is leaking from the pipe near Birch Avenue,water_leakage
Poor lighting on Elm Street at night is dangerous,streetlight
Traffic signal timing is wrong on MG Road,traffic_signal
Repair the damaged road near Pine Road,road_damage
Public toilet near Birch Avenue is dirty and unusable,sanitation
Please clean garbage from Cedar Street street,garbage
Repair the damaged road near Birch Avenue,road_damage
Sewage water is leaking on Maple Avenue street,sewage
There is a major water pipe leak on Pine Road,water_leakage
Toilet cleanliness is poor at Maple Avenue park,sanitation
The park near Maple Avenue is full of broken benches and trash,park_maintenance
Fix public sanitation issues at Main Street,sanitation
Children cannot play at 5th Avenue park due to trash,park_maintenance
Repair the damaged road near 5th Avenue,road_damage
Constant water leakage on Elm Street is wasting water,water_leakage
Sanitation problem near Birch Avenue market,sanitation
Water leakage near Main Street has damaged the street,water_leakage
Garbage dumping near 5th Avenue is causing health issues,garbage
The park near Maple Avenue is full of broken benches and trash,park_maintenance
Sanitation problem near Oak Street market,sanitation
Sewage smell in the alley near Elm Street is unbearable,sewage
Sewage smell in the alley near MG Road is unbearable,sewage
Noise pollution from Cedar Street is unbearable,noise
Sewage water is leaking on Cedar Street street,sewage
Public toilet near Cedar Street is dirty and unusable,sanitation
Water leakage near Elm Street has damaged the street,water_leakage
Park facilities at Elm Street need repair,park_maintenance
Please clean garbage from MG Road street,garbage
Sewage water is leaking on Maple Avenue street,sewage
Loud noise from construction site at 5th Avenue is disturbing,noise
Constant water leakage on MG Road is wasting water,water_leakage
Clean the park area near Main Street,park_maintenance
Toilet cleanliness is poor at MG Road park,sanitation
Water is leaking from the pipe near Park Lane,water_leakage
Road potholes and cracks on Cedar Street,road_damage
Fix water leakage issue on Cedar Street immediately,water_leakage
There is a major water pipe leak on 5th Avenue,water_leakage
Traffic signal timing is wrong on MG Road,traffic_signal
Please control noise at Cedar Street during nights,noise
Please control noise at Main Street during nights,noise
Park maintenance is poor at MG Road,park_maintenance
Potholes are damaging vehicles on Main Street,pothole
Dangerous pothole on Birch Avenue road is causing accidents,pothole
Fix sewage leakage near Park Lane immediately,sewage
Fix water leakage issue on Park Lane immediately,water_leakage
High noise levels from Pine Road factory,noise
Constant water leakage on Elm Street is wasting water,water_leakage
Park maintenance is poor at Birch Avenue,park_maintenance
The park near Cedar Street is full of broken benches and trash,park_maintenance
Please control noise at Maple Avenue during nights,noise
Park maintenance is poor at Elm Street,park_maintenance
Traffic signals are malfunctioning at Pine Road intersection,traffic_signal
Garbage piles near Park Lane are attracting rats,garbage
There is a large pothole on Maple Avenue causing danger,pothole
Unsafe road conditions on Pine Road street,road_damage
Open sewage on Oak Street is a health hazard,sewage
Garbage piles near Pine Road are attracting rats,garbage
Huge pothole near Birch Avenue needs urgent repair,pothole
Constant water leakage on Birch Avenue is wasting water,water_leakage
Loud noise from construction site at MG Road is disturbing,noise
Garbage piles near Elm Street are attracting rats,garbage
Please control noise at Cedar Street during nights,noise
There is a major water pipe leak on Cedar Street,water_leakage
Garbage dumping near Cedar Street is causing health issues,garbage
Fix water leakage issue on Elm Street immediately,water_leakage
The park near MG Road is full of broken benches and trash,park_maintenance
Traffic signal timing is wrong on 5th Avenue,traffic_signal
Water is leaking from the pipe near Main Street,water_leakage
Children cannot play at Park Lane park due to trash,park_maintenance
Sewage smell in the alley near Birch Avenue is unbearable,sewage
Garbage is not collected for weeks in Park Lane,garbage
Garbage is not collected for weeks in Main Street,garbage
Fix water leakage issue on Pine Road immediately,water_leakage
Noise pollution from Maple Avenue is unbearable,noise
Sewage water is leaking on 5th Avenue street,sewage
There is a large pothole on Main Street causing danger,pothole
Park maintenance is poor at Cedar Street,park_maintenance
Park facilities at Maple Avenue need repair,park_maintenance
Park facilities at Main Street need repair,park_maintenance
Huge pothole near Elm Street needs urgent repair,pothole
High noise levels from Elm Street factory,noise
Unsafe road conditions on Maple Avenue street,road_damage
Children cannot play at Birch Avenue park due to trash,park_maintenance
Many street lights off on MG Road road,streetlight
Repair the damaged road near MG Road,road_damage
Many street lights off on Main Street road,streetlight
Please clean garbage from Pine Road street,garbage
Many street lights off on Park Lane road,streetlight
Huge pothole near Main Street needs urgent repair,pothole
Dark street due to faulty streetlights on Main Street,streetlight
Loud noise from construction site at Maple Avenue is disturbing,noise
Fix water leakage issue on Cedar Street immediately,water_leakage
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Noise pollution from Birch Avenue is unbearable,noise
High noise levels from Maple Avenue factory,noise
Road is cracked and unsafe on MG Road,road_damage
Please control noise at Main Street during nights,noise
Sewage smell in the alley near Cedar Street is unbearable,sewage
Dangerous pothole on Pine Road road is causing accidents,pothole
Sewage water is leaking on Park Lane street,sewage
Garbage dumping near Maple Avenue is causing health issues,garbage
Clean the park area near Main Street,park_maintenance
Sanitation problem near Oak Street market,sanitation
Fix water leakage issue on Main Street immediately,water_leakage
Road potholes and cracks on Birch Avenue,road_damage
Children cannot play at Maple Avenue park due to trash,park_maintenance
Public toilet near Main Street is dirty and unusable,sanitation
Noise pollution from Elm Street is unbearable,noise
Sanitation facilities at Birch Avenue need improvement,sanitation
Dangerous pothole on Maple Avenue road is causing accidents,pothole
Garbage is not collected for weeks in MG Road,garbage
Street lights are not working properly at Maple Avenue,streetlight
Traffic signal timing is wrong on Park Lane,traffic_signal
Open sewage on Maple Avenue is a health hazard,sewage
Repair the damaged road near 5th Avenue,road_damage
Open sewage on Oak Street is a health hazard,sewage
Dark street due to faulty streetlights on Oak Street,streetlight
